qseqid,sample,pmatch_gsnap,pmatch_rapsearch,qlength,step_change,other_blast_contigs,blast_hits_gsnap_acc,blast_hits_gsnap_taxid,blast_hits_gsnap_lca,blast_hits_rapsearch_acc,blast_hits_rapsearch_taxid,blast_hits_rapsearch_lca,short,low_depth,blast_gsnap_ntax,blast_rapsearch_ntax,kingdom_gsnap,kingdom_rapsearch,taxid,kingdom,scientific_name,rank,Division,Genus,CommonName,cov
NODE_22498_length_322_cov_2.220408,CMS002_021a_Rb_S136_L004,0,0.8354037267080745,322,False,1113,[],[],NA,"[""'KRG00484.1'"", "" 'XP_002385618.1'""]","['7260', ' 332952']",33154,False,False,0,2,NA,Eukaryota,33154,Eukaryota,Opisthokonta,no rank,eukaryotes,NA,NA,2.220408
NODE_15846_length_396_cov_2.169279,CMS002_021a_Rb_S136_L004,0,0.4570707070707071,396,False,206,[],[],NA,"[""'RJW63932.1'""]",['79923'],79923,False,False,0,1,NA,Metazoa,79923,Metazoa,Clonorchis sinensis,species,flatworms,Clonorchis,oriental liver fluke,2.169279
NODE_11273_length_488_cov_4.844282,CMS002_021a_Rb_S136_L004,0,0.5860655737704918,488,False,22,[],[],NA,"[""'EAT41670.1'"", "" 'XP_001657975.2'"", "" 'XP_001847165.1'"", "" 'XP_007413215.1'""]","['7159', ' 7159', ' 7176', ' 747676']",33154,False,False,0,4,NA,Eukaryota,33154,Eukaryota,Opisthokonta,no rank,eukaryotes,NA,NA,4.844282
NODE_3637_length_888_cov_3.340321,CMS002_021a_Rb_S136_L004,0,0.5765765765765766,888,False,24,[],[],NA,"[""'XP_024861610.1'""]",['37003'],37003,False,False,0,1,NA,Chordata,37003,Chordata,Kryptolebias marmoratus,species,bony fishes,Kryptolebias,mangrove rivulus,3.340321
NODE_9697_length_534_cov_2.280088,CMS002_021a_Rb_S136_L004,0,0.10486891385767792,534,False,14,[],[],NA,"[""'AJT39582.1'"", "" 'AJT39588.1'""]","['1075826', ' 1075826']",1075826,False,False,0,2,NA,Viruses,1075826,Viruses,dsRNA virus environmental sample,species,viruses,NA,NA,2.280088
NODE_18932_length_357_cov_2.085714,CMS002_021a_Rb_S136_L004,0,0.04391134453781512,357,False,2,[],[],NA,"[""'XP_018644333.1'""]",['6183'],6183,False,False,0,1,NA,Metazoa,6183,Metazoa,Schistosoma mansoni,species,flatworms,Schistosoma,NA,2.085714
NODE_12396_length_461_cov_2.830729,CMS002_021a_Rb_S136_L004,0,0.27765726681127983,461,False,25,[],[],NA,"[""'ASU43980.1'"", "" 'YP_009417300.1'""]","['2026601', ' 2026601']",2026601,False,False,0,2,NA,Viruses,2026601,Viruses,Australian Anopheles totivirus,species,viruses,NA,NA,2.830729
NODE_3425_length_914_cov_2.100358,CMS002_021a_Rb_S136_L004,0,0.9584245076586432,914,False,232,[],[],NA,"[""'XP_015753290.1'"", "" 'XP_015761190.1'""]","['70779', ' 70779']",70779,False,False,0,2,NA,Metazoa,70779,Metazoa,Acropora digitifera,species,stony corals,Acropora,NA,2.100358
NODE_1846_length_1170_cov_2.455627,CMS002_021a_Rb_S136_L004,0,0.10683760683760683,1170,False,1100,[],[],NA,"[""'ADI61823.1'"", "" 'KID80942.1'"", "" 'KRF97428.1'""]","['7091', ' 1276143', ' 7260']",33154,False,False,0,3,NA,Eukaryota,33154,Eukaryota,Opisthokonta,no rank,eukaryotes,NA,NA,2.455627
NODE_17657_length_371_cov_2.639456,CMS002_021a_Rb_S136_L004,0,0.043188059299191374,371,False,1,[],[],NA,"[""'KOS45355.1'""]",['229535'],229535,False,False,0,1,NA,Fungi,229535,Fungi,Penicillium nordicum,species,ascomycetes,Penicillium,NA,2.639456
NODE_5038_length_757_cov_2.616176,CMS002_021a_Rb_S136_L004,0,0.9933949801849404,757,False,46,[],[],NA,"[""'AJT39581.1'"", "" 'AJT39587.1'"", "" 'AJT39598.1'""]","['1075826', ' 1075826', ' 1075826']",1075826,False,False,0,2,NA,Viruses,1075826,Viruses,dsRNA virus environmental sample,species,viruses,NA,NA,2.616176
NODE_21456_length_331_cov_3.712598,CMS002_021a_Rb_S136_L004,0,0.7099697885196374,331,False,50,[],[],NA,"[""'CAX83696.1'""]",['6182'],6182,False,False,0,1,NA,Metazoa,6182,Metazoa,Schistosoma japonicum,species,flatworms,Schistosoma,NA,3.712598
NODE_17574_length_372_cov_2.166102,CMS002_021a_Rb_S136_L004,0,0.9973118279569892,372,False,305,[],[],NA,"[""'XP_011013113.1'""]",['75702'],75702,False,False,0,1,NA,Viridiplantae,75702,Viridiplantae,Populus euphratica,species,eudicots,Populus,Euphrates poplar,2.166102
NODE_4412_length_807_cov_2.200000,CMS002_021a_Rb_S136_L004,0,0.015389591078066915,807,False,5,[],[],NA,"[""'XP_017952545.1'""]",['8364'],8364,False,False,0,1,NA,Chordata,8364,Chordata,Xenopus tropicalis,species,frogs & toads,Xenopus,tropical clawed frog,2.200000
NODE_1432_length_1296_cov_2.778507,CMS002_021a_Rb_S136_L004,0,0.2986111111111111,1296,False,841,[],[],NA,"[""'KRF97428.1'"", "" 'RLU18885.1'"", "" 'XP_002385618.1'""]","['7260', ' 2015173', ' 332952']",33154,False,False,0,3,NA,Eukaryota,33154,Eukaryota,Opisthokonta,no rank,eukaryotes,NA,NA,2.778507
NODE_12105_length_468_cov_2.416880,CMS002_021a_Rb_S136_L004,0,0.467948717948718,468,False,565,[],[],NA,"[""'KIM93693.1'""]",['913774'],913774,False,False,0,1,NA,Fungi,913774,Fungi,Oidiodendron maius Zn,no rank,ascomycetes,Oidiodendron,NA,2.416880
NODE_12894_length_450_cov_3.085791,CMS002_021a_Rb_S136_L004,0,0.24222222222222226,450,False,28,[],[],NA,"[""'XP_022609740.1'""]",['41447'],41447,False,False,0,1,NA,Chordata,41447,Chordata,Seriola dumerili,species,bony fishes,Seriola,greater amberjack,3.085791
NODE_31268_length_268_cov_2.670157,CMS002_021a_Rb_S136_L004,0,0.08664992537313433,268,False,4,[],[],NA,"[""'APG78253.1'""]",['1923027'],1923027,True,False,0,1,NA,Viruses,1923027,Viruses,Hubei partiti-like virus 20,species,viruses,NA,NA,2.670157
NODE_28428_length_278_cov_2.542289,CMS002_021a_Rb_S136_L004,0,0.7410071942446043,278,False,26,[],[],NA,"[""'KXJ76131.1'"", "" 'XP_001849400.1'"", "" 'XP_019106882.1'""]","['7160', ' 7176', ' 3555']",2759,True,False,0,3,NA,Eukaryota,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,2.542289
NODE_619_length_1740_cov_7.999399,CMS002_021a_Rb_S136_L004,0,0.09770114942528736,1740,False,937,[],[],NA,"[""'KID80942.1'"", "" 'KRF97428.1'""]","['1276143', ' 7260']",33154,False,False,0,2,NA,Eukaryota,33154,Eukaryota,Opisthokonta,no rank,eukaryotes,NA,NA,7.999399
NODE_34135_length_260_cov_2.781421,CMS002_021a_Rb_S136_L004,0,0.8423076923076923,260,False,18,[],[],NA,"[""'KIM93693.1'""]",['913774'],913774,True,False,0,1,NA,Fungi,913774,Fungi,Oidiodendron maius Zn,no rank,ascomycetes,Oidiodendron,NA,2.781421
NODE_30982_length_269_cov_2.692708,CMS002_021a_Rb_S136_L004,0,0.7881040892193308,269,False,58,[],[],NA,"[""'XP_001846533.1'"", "" 'XP_011013113.1'""]","['7176', ' 75702']",2759,True,False,0,2,NA,Eukaryota,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,2.692708
NODE_30098_length_272_cov_2.046154,CMS002_021a_Rb_S136_L004,0,0.5992647058823529,272,False,12,[],[],NA,"[""'XP_007413215.1'""]",['747676'],747676,True,False,0,1,NA,Fungi,747676,Fungi,Melampsora larici-populina 98AG31,no rank,basidiomycetes,Melampsora,NA,2.046154
NODE_605_length_1753_cov_2.263723,CMS002_021a_Rb_S136_L004,0,0.054855790074158584,1753,False,11,[],[],NA,"[""'AJT39582.1'""]",['1075826'],1075826,False,False,0,1,NA,Viruses,1075826,Viruses,dsRNA virus environmental sample,species,viruses,NA,NA,2.263723
NODE_12145_length_467_cov_2.058974,CMS002_021a_Rb_S136_L004,0,0.4710920770877944,467,False,24,[],[],NA,"[""'ELU02558.1'""]",['283909'],283909,False,False,0,1,NA,Metazoa,283909,Metazoa,Capitella teleta,species,segmented worms,Capitella,NA,2.058974
NODE_21342_length_332_cov_4.349020,CMS002_021a_Rb_S136_L004,0,0.3313253012048193,332,False,11,[],[],NA,"[""'AOR51367.1'"", "" 'AOR51373.1'""]","['1903426', ' 1903560']",988644,False,False,0,2,NA,Viruses,988644,Viruses,unclassified ssRNA negative-strand viruses,no rank,viruses,NA,NA,4.349020
NODE_1176_length_1401_cov_38.484894,CMS002_021a_Rb_S136_L004,0,0.12491077801570305,1401,False,21,[],[],NA,"[""'XP_014775846.1'""]",['37653'],37653,False,False,0,1,NA,Metazoa,37653,Metazoa,Octopus bimaculoides,species,cephalopods,Octopus,NA,38.484894
NODE_18731_length_359_cov_2.918440,CMS002_021a_Rb_S136_L004,0,0.31754874651810583,359,False,317,[],[],NA,"[""'KID80942.1'""]",['1276143'],1276143,False,False,0,1,NA,Fungi,1276143,Fungi,Metarhizium majus ARSEF 297,no rank,ascomycetes,Metarhizium,NA,2.918440
NODE_37212_length_252_cov_2.045714,CMS002_021a_Rb_S136_L004,0,0.5515873015873016,252,False,15,[],[],NA,"[""'XP_002151605.1'""]",['441960'],441960,True,False,0,1,NA,Fungi,441960,Fungi,Talaromyces marneffei ATCC 18224,no rank,ascomycetes,Talaromyces,NA,2.045714
NODE_4325_length_817_cov_9.560811,CMS002_021a_Rb_S136_L004,0.9975520195838432,0.813953488372093,817,False,7,"[""'KF792096.1'""]",['1505670'],1505670,"[""'XP_007419020.1'""]",['747676'],747676,False,False,1,1,Fungi,Fungi,1505670,Fungi,Puccinia cf. psidii AE-2014,species,basidiomycetes,Puccinia,NA,9.560811
NODE_17501_length_373_cov_2.206081,CMS002_021a_Rb_S136_L004,0,0.9946380697050938,373,False,548,[],[],NA,"[""'XP_008874008.1'"", "" 'XP_021695055.1'"", "" 'XP_021695056.1'"", "" 'XP_021695057.1'"", "" 'XP_026828522.1'""]","['157072', ' 7159', ' 7159', ' 7159', ' 2015173']",2759,False,False,0,3,NA,Eukaryota,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,2.206081
NODE_13472_length_438_cov_2.695291,CMS002_021a_Rb_S136_L004,0,0.032615296803652966,438,False,5,[],[],NA,"[""'EAW71681.1'""]",['9606'],9606,False,False,0,1,NA,Chordata,9606,Chordata,Homo sapiens,species,primates,Homo,human,2.695291
NODE_21465_length_331_cov_2.185039,CMS002_021a_Rb_S136_L004,0,0.6646525679758308,331,False,42,[],[],NA,"[""'KXJ69238.1'"", "" 'XP_019544103.1'"", "" 'XP_019557969.1'"", "" 'XP_023260823.1'""]","['7160', ' 7160', ' 7160', ' 1841481']",33213,False,False,0,3,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,2.185039
NODE_1039_length_1469_cov_2.021552,CMS002_021a_Rb_S136_L004,0,0.30905377808032675,1469,False,1038,[],[],NA,"[""'KID80942.1'""]",['1276143'],1276143,False,False,0,1,NA,Fungi,1276143,Fungi,Metarhizium majus ARSEF 297,no rank,ascomycetes,Metarhizium,NA,2.021552
NODE_27854_length_281_cov_2.122549,CMS002_021a_Rb_S136_L004,0,0.3167259786476868,281,False,9,[],[],NA,"[""'AAS90945.1'""]",['9606'],9606,True,False,0,1,NA,Chordata,9606,Chordata,Homo sapiens,species,primates,Homo,human,2.122549
NODE_18041_length_367_cov_4.027586,CMS002_021a_Rb_S136_L004,0.997275204359673,0.994550408719346,367,False,26,"[""'KT459252.1'"", "" 'XR_002904499.1'"", "" 'XR_002977940.1'"", "" 'XR_002979766.1'""]","['75712', ' 85681', ' 3694', ' 3694']",71275,"[""'OIV92089.1'"", "" 'PKD78631.1'""]","['3871', ' 562']",131567,False,False,3,2,Viridiplantae,NA,71275,Viridiplantae,rosids,subclass,eudicots,NA,NA,4.027586
NODE_3652_length_887_cov_3.565432,CMS002_021a_Rb_S136_L004,0,0.2728297632468997,887,False,1144,[],[],NA,"[""'KID80942.1'"", "" 'KRF97428.1'""]","['1276143', ' 7260']",33154,False,False,0,2,NA,Eukaryota,33154,Eukaryota,Opisthokonta,no rank,eukaryotes,NA,NA,3.565432
NODE_11791_length_475_cov_4.218593,CMS002_021a_Rb_S136_L004,0,0.1873684210526316,475,False,18,[],[],NA,"[""'OXA63748.1'"", "" 'XP_023677678.1'""]","['158441', ' 1676925']",33213,False,False,0,2,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,4.218593
NODE_5197_length_746_cov_2.080717,CMS002_021a_Rb_S136_L004,0,0.4986595174262735,746,False,414,[],[],NA,"[""'WP_019236969.1'""]",['955'],955,False,False,0,1,NA,Bacteria,955,Bacteria,Wolbachia pipientis,species,a-proteobacteria,Wolbachia,NA,2.080717
NODE_10774_length_502_cov_2.705882,CMS002_021a_Rb_S136_L004,0,0.04037657370517929,502,False,20,[],[],NA,"[""'EAW81762.1'""]",['9606'],9606,False,False,0,1,NA,Chordata,9606,Chordata,Homo sapiens,species,primates,Homo,human,2.705882
NODE_1388_length_1312_cov_2.917409,CMS002_021a_Rb_S136_L004,0,0.09070121951219512,1312,False,496,[],[],NA,"[""'KID80942.1'""]",['1276143'],1276143,False,False,0,1,NA,Fungi,1276143,Fungi,Metarhizium majus ARSEF 297,no rank,ascomycetes,Metarhizium,NA,2.917409
NODE_7188_length_632_cov_5.618018,CMS002_021a_Rb_S136_L004,0,0.2215189873417721,632,False,7,[],[],NA,"[""'NP_001179880.1'"", "" 'XP_024851303.1'""]","['9913', ' 9913']",9913,False,False,0,2,NA,Chordata,9913,Chordata,Bos taurus,species,even-toed ungulates,Bos,cattle,5.618018
NODE_14411_length_420_cov_4.530612,CMS002_021a_Rb_S136_L004,0,0.8976190476190476,420,False,1087,[],[],NA,"[""'KID80942.1'""]",['1276143'],1276143,False,False,0,1,NA,Fungi,1276143,Fungi,Metarhizium majus ARSEF 297,no rank,ascomycetes,Metarhizium,NA,4.530612
NODE_11968_length_471_cov_3.269036,CMS002_021a_Rb_S136_L004,0,0.024077707006369426,471,False,6,[],[],NA,"[""'XP_009497906.1'""]",['691883'],691883,False,False,0,1,NA,Eukaryota,691883,Eukaryota,Fonticula alba,species,eukaryotes,Fonticula,NA,3.269036
NODE_36443_length_254_cov_2.062147,CMS002_021a_Rb_S136_L004,0,0.5669291338582677,254,False,61,[],[],NA,"[""'XP_022609740.1'""]",['41447'],41447,True,False,0,1,NA,Chordata,41447,Chordata,Seriola dumerili,species,bony fishes,Seriola,greater amberjack,2.062147
NODE_11709_length_477_cov_3.830000,CMS002_021a_Rb_S136_L004,0,0.7085953878406709,477,False,30,[],[],NA,"[""'AWK27461.1'"", "" 'AWW13469.1'""]","['2059675', ' 2230910']",2059674,False,False,0,2,NA,Viruses,2059674,Viruses,unclassified Anphevirus,no rank,viruses,NA,NA,3.830000
NODE_10331_length_514_cov_4.446224,CMS002_021a_Rb_S136_L004,0,0.6400778210116731,514,False,3,[],[],NA,"[""'OSX73812.1'"", "" 'XP_001850917.1'""]","['2786', ' 7176']",2759,False,False,0,2,NA,Eukaryota,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,4.446224
NODE_2803_length_999_cov_3.889371,CMS002_021a_Rb_S136_L004,0.16412878878878878,0.6806806806806807,999,False,31,"[""'XM_021848127.1'""]",['7159'],7159,"[""'WP_083758808.1'""]",['281120'],281120,False,False,1,1,Arthropoda,Bacteria,281120,Bacteria,Candidatus Amoebophilus asiaticus,species,CFB group bacteria,Amoebophilus,NA,3.889371
NODE_4888_length_768_cov_2.358900,CMS002_021a_Rb_S136_L004,0,0.9947916666666666,768,False,158,[],[],NA,"[""'EAT46516.1'"", "" 'KXJ70419.1'"", "" 'XP_001847352.1'"", "" 'XP_014772571.1'"", "" 'XP_021708028.1'""]","['7159', ' 7160', ' 7176', ' 37653', ' 7159']",33317,False,False,0,5,NA,Metazoa,33317,Metazoa,Protostomia,no rank,animals,NA,NA,2.358900
NODE_11713_length_477_cov_2.067500,CMS002_021a_Rb_S136_L004,0,0.027476477987421383,477,False,1,[],[],NA,"[""'XP_011418526.1'""]",['29159'],29159,False,False,0,1,NA,Metazoa,29159,Metazoa,Crassostrea gigas,species,bivalves,Crassostrea,Pacific oyster,2.067500
NODE_19686_length_349_cov_4.319853,CMS002_021a_Rb_S136_L004,0.997134670487106,0.991404011461318,349,False,63,"[""'KT459252.1'"", "" 'XR_002977940.1'"", "" 'XR_002979766.1'""]","['75712', ' 3694', ' 3694']",238069,"[""'XP_011013113.1'""]",['75702'],75702,False,False,2,1,Viridiplantae,Viridiplantae,238069,Viridiplantae,Saliceae,tribe,eudicots,NA,NA,4.319853
NODE_1438_length_1295_cov_2.316092,CMS002_021a_Rb_S136_L004,0,0.5884169884169884,1295,False,30,[],[],NA,"[""'ASU43980.1'"", "" 'YP_009417300.1'""]","['2026601', ' 2026601']",2026601,False,False,0,2,NA,Viruses,2026601,Viruses,Australian Anopheles totivirus,species,viruses,NA,NA,2.316092
NODE_20822_length_337_cov_2.792308,CMS002_021a_Rb_S136_L004,0.9970326409495548,0.8160237388724035,337,False,15,"[""'EU019263.2'"", "" 'EU019264.2'""]","['1338630', ' 237183']",5498,"[""'GAW26663.1'"", "" 'KNE89549.1'""]","['77044', ' 1165861']",451864,False,False,2,2,Fungi,Fungi,5498,Fungi,Cladosporium,genus,ascomycetes,NA,NA,2.792308
NODE_32256_length_265_cov_2.319149,CMS002_021a_Rb_S136_L004,0.9886792452830188,0.9924528301886792,265,False,17,"[""'KY781165.1'""]",['110526'],110526,"[""'GAW26663.1'""]",['77044'],77044,True,False,1,1,Fungi,Fungi,77044,Fungi,Rosellinia necatrix,species,ascomycetes,Rosellinia,NA,2.319149
NODE_4317_length_818_cov_3.045884,CMS002_021a_Rb_S136_L004,0,0.10880195599022004,818,False,44,[],[],NA,"[""'XP_015261775.1'""]",['146911'],146911,False,False,0,1,NA,Chordata,146911,Chordata,Gekko japonicus,species,lizards,Gekko,NA,3.045884
NODE_1168_length_1406_cov_2.164786,CMS002_021a_Rb_S136_L004,0,0.9978662873399716,1406,False,51,[],[],NA,"[""'AJT39581.1'"", "" 'AJT39587.1'""]","['1075826', ' 1075826']",1075826,False,False,0,2,NA,Viruses,1075826,Viruses,dsRNA virus environmental sample,species,viruses,NA,NA,2.164786
NODE_4600_length_791_cov_2.613445,CMS002_021a_Rb_S136_L004,0,0.7547408343868521,791,False,30,[],[],NA,"[""'XP_020901509.1'""]",['1720309'],1720309,False,False,0,1,NA,Metazoa,1720309,Metazoa,Exaiptasia pallida,species,sea anemones,Exaiptasia,NA,2.613445
NODE_1826_length_1174_cov_2.583409,CMS002_021a_Rb_S136_L004,0,0.8526405451448041,1174,False,1224,[],[],NA,"[""'KID80942.1'"", "" 'KRF97428.1'""]","['1276143', ' 7260']",33154,False,False,0,2,NA,Eukaryota,33154,Eukaryota,Opisthokonta,no rank,eukaryotes,NA,NA,2.583409
NODE_6221_length_681_cov_2.859272,CMS002_021a_Rb_S136_L004,0,0.03715108663729809,681,False,12,[],[],NA,"[""'AVP26977.1'""]",['2125980'],2125980,False,False,0,1,NA,Viruses,2125980,Viruses,Grenada mosquito rhabdovirus 1,species,viruses,NA,NA,2.859272
NODE_26273_length_292_cov_2.716279,CMS002_021a_Rb_S136_L004,0,0.797945205479452,292,False,64,[],[],NA,"[""'KXJ73611.1'"", "" 'ROL45096.1'"", "" 'XP_017200509.1'"", "" 'XP_019554125.1'"", "" 'XP_020388835.1'""]","['7160', ' 495550', ' 9986', ' 7160', ' 259920']",33213,True,False,0,5,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,2.716279
NODE_16575_length_385_cov_6.827922,CMS002_021a_Rb_S136_L004,0,0.6207792207792208,385,False,3,[],[],NA,"[""'XP_007411648.1'"", "" 'XP_007418895.1'""]","['747676', ' 747676']",747676,False,False,0,2,NA,Fungi,747676,Fungi,Melampsora larici-populina 98AG31,no rank,basidiomycetes,Melampsora,NA,6.827922
NODE_30100_length_272_cov_2.000000,CMS002_021a_Rb_S136_L004,0,0.8676470588235294,272,False,20,[],[],NA,"[""'EAT32728.1'"", "" 'EAT47680.1'"", "" 'XP_001650404.2'"", "" 'XP_001848792.1'"", "" 'XP_012942473.1'""]","['7159', ' 7159', ' 7159', ' 7176', ' 6500']",33317,True,False,0,4,NA,Metazoa,33317,Metazoa,Protostomia,no rank,animals,NA,NA,2.000000
NODE_10737_length_503_cov_2.152582,CMS002_021a_Rb_S136_L004,0,0.5725646123260437,503,False,1200,[],[],NA,"[""'ADI61823.1'"", "" 'KID80942.1'"", "" 'KRF97428.1'""]","['7091', ' 1276143', ' 7260']",33154,False,False,0,3,NA,Eukaryota,33154,Eukaryota,Opisthokonta,no rank,eukaryotes,NA,NA,2.152582
NODE_13024_length_447_cov_2.367568,CMS002_021a_Rb_S136_L004,0,0.31096196868008946,447,False,28,[],[],NA,"[""'XP_007405209.1'""]",['747676'],747676,False,False,0,1,NA,Fungi,747676,Fungi,Melampsora larici-populina 98AG31,no rank,basidiomycetes,Melampsora,NA,2.367568
NODE_23293_length_315_cov_3.936975,CMS002_021a_Rb_S136_L004,0,0.06882895238095238,315,False,7,[],[],NA,"[""'OSY18251.1'""]",['1941208'],1941208,False,False,0,1,NA,Bacteria,1941208,Bacteria,Entomoplasmatales bacterium EntAcro10,species,mycoplasmas,NA,NA,3.936975
NODE_11016_length_495_cov_2.062201,CMS002_021a_Rb_S136_L004,0,0.5838383838383838,495,False,45,[],[],NA,"[""'EAW81762.1'""]",['9606'],9606,False,False,0,1,NA,Chordata,9606,Chordata,Homo sapiens,species,primates,Homo,human,2.062201
NODE_32987_length_263_cov_2.451613,CMS002_021a_Rb_S136_L004,0,0.8631178707224335,263,False,22,[],[],NA,"[""'PFX13683.1'""]",['50429'],50429,True,False,0,1,NA,Metazoa,50429,Metazoa,Stylophora pistillata,species,stony corals,Stylophora,NA,2.451613
NODE_301_length_2191_cov_563.679754,CMS002_021a_Rb_S136_L004,0,0.7115472387037882,2191,False,10,[],[],NA,"[""'APG78260.1'""]",['1923025'],1923025,False,False,0,1,NA,Viruses,1923025,Viruses,Hubei partiti-like virus 19,species,viruses,NA,NA,563.679754
NODE_23064_length_317_cov_2.108333,CMS002_021a_Rb_S136_L004,0,0.580441640378549,317,False,67,[],[],NA,"[""'CUT98556.1'"", "" 'KXJ76336.1'"", "" 'XP_019535146.1'"", "" 'XP_019561209.1'""]","['6211', ' 7160', ' 7160', ' 7160']",33213,False,False,0,2,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,2.108333
NODE_30382_length_271_cov_3.592784,CMS002_021a_Rb_S136_L004,0,0.6531365313653137,271,False,30,[],[],NA,"[""'AAN32889.1'""]",['51029'],51029,True,False,0,1,NA,Metazoa,51029,Metazoa,Heterodera glycines,species,nematodes,Heterodera,soybean cyst nematode,3.592784
NODE_14362_length_421_cov_2.090116,CMS002_021a_Rb_S136_L004,0,0.6817102137767221,421,False,5,[],[],NA,"[""'AAG31434.1'"", "" 'NP_085100.1'"", "" 'RLQ78995.1'"", "" 'XP_001653182.1'"", "" 'XP_015681092.1'""]","['10090', ' 10090', ' 10029', ' 7159', ' 103944']",33213,False,False,0,5,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,2.090116
NODE_1658_length_1221_cov_2.673077,CMS002_021a_Rb_S136_L004,0,0.294021294021294,1221,False,672,[],[],NA,"[""'KID80942.1'""]",['1276143'],1276143,False,False,0,1,NA,Fungi,1276143,Fungi,Metarhizium majus ARSEF 297,no rank,ascomycetes,Metarhizium,NA,2.673077
NODE_1_length_7060_cov_2.221681,CMS002_044b_Rb_S179_L004,0.99985835694051,0.738385269121813,7060,False,24,"[""'KX588249.1'"", "" 'KX610810.1'"", "" 'KX884274.1'"", "" 'KX884304.1'""]","['2005444', ' 66834', ' 1923736', ' 1923736']",10239,"[""'APG78465.1'"", "" 'YP_009345032.1'""]","['1923736', ' 1923736']",1923736,False,False,3,2,Viruses,Viruses,10239,Viruses,Viruses,superkingdom,viruses,NA,NA,2.221681
NODE_20_length_321_cov_2.377049,CMS002_044b_Rb_S179_L004,0,0.5202492211838006,321,False,10,[],[],NA,"[""'ASM93577.1'""]",['66834'],66834,False,False,0,1,NA,Viruses,66834,Viruses,Rhopalosiphum padi virus,species,viruses,NA,NA,2.377049
NODE_12_length_473_cov_2.787879,CMS002_044b_Rb_S179_L004,0.9978858350951374,0.9746300211416492,473,False,13,"[""'AF405231.2'"", "" 'CP032012.1'"", "" 'HE605209.1'"", "" 'JQ689035.1'""]","['42374', ' 5476', ' 5480', ' 36914']",1535325,"[""'KEH22088.1'""]",['3880'],3880,False,False,4,1,Fungi,Viridiplantae,1535325,Fungi,Candida/Lodderomyces clade,no rank,ascomycetes,NA,NA,2.787879
NODE_17_length_333_cov_3.128906,CMS002_044b_Rb_S179_L004,0.996996996996997,0.8078078078078078,333,False,13,"[""'CP000497.1'"", "" 'CP032012.1'"", "" 'HE605209.1'""]","['322104', ' 5476', ' 5480']",766764,"[""'XP_019035892.1'""]",['683960'],683960,False,False,3,1,Fungi,Fungi,766764,Fungi,Debaryomycetaceae,family,ascomycetes,NA,NA,3.128906
NODE_2237_length_326_cov_2.317269,CMS001_058_Ra_S9,0,0.5030674846625767,326,False,154,[],[],NA,"[""'EEB55313.1'""]",['569881'],569881,False,False,0,1,NA,Bacteria,569881,Bacteria,Wolbachia endosymbiont of Culex quinquefasciatus JHB,no rank,a-proteobacteria,Wolbachia,NA,2.317269
