Sample	ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	mismatches	uncertainty	depth	maxMAF	ADC_Bla	AMPH_Ecoli_Bla	Aac3-IIa_AGly	Aac3-I_AGly	Aac3-Iva_AGly	Aac6-32_AGly	Aac6-33_AGly	Aac6-IIc_AGly	Aac6-Iaf_AGly	AacAad_AGly	AadA4-5_AGly	AadA_AGly	AadB_AGly	AmpC1_Ecoli_Bla	AmpC2_Ecoli_Bla	AmpH_Bla	Aph3''Ia_AGly	Aph4-Ia_AGly	AphA6_AGly	ArmA_AGly	Arr_Rif	BlaA1_Bla	BlaA2_Bla	CMY_Bla	CTX-M-1_Bla	CTX-M-9_Bla	CatA1_Phe	CatA2_Phe	CatBx_Phe	CmlA_Phe	DHA_Bla	DfrA1_Tmt	DfrA27_Tmt	DfrA5_Tmt	DfrA7_Tmt	DfrA8_Tmt	DfrA_Tmt	DfrB_Tmt	EreA_MLS	Erm42_MLS	ErmB_MLS	ErmC_MLS	FloR_Phe	FosA_Fcyn	IMP-1_Bla	KPC-1_Bla	LAP_Bla	Mbl_Bla	MphA_MLS	MphE_MLS	MrdA_Bla	MsrE_MLS	NDM-1_Bla	OXA-1_Bla	OXA-237_Bla	OXA-2_Bla	OXA-48_Bla	OXA-51_Bla	OXA-7_Bla	OXA-9_Bla	OqxA_Flq	OqxB_Flq	Qnr-A_Flq	Qnr-S_Flq	QnrB_Flq	RmtB_AGly	RmtC_AGly	RmtF_AGly	SHV-OKP-LEN_Bla	Sat-2A_AGly	StrA_AGly	StrB_AGly	SulIII_Sul	SulII_Sul	SulI_Sul	TEM-1D_Bla	TetA_Tet	TetB_Tet	TetC_Tet	TetD_Tet	VIM-1_Bla	Zn-dependent_hydrolase_Bla
SRR1167005	258	3	3	1	1	1	1	79	0	-	116.231285714	0.181818181818	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*?	Aph4-Ia_1061	-	-	-	-	-	-	-	-	-	-	-	CmlA1_1537*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	-	-	SulIII_1498	-	SulI_1616*?	TEM-76_929*	-	-	-	-	-	-
SRR1167006	258	3	3	1	1	1	1	79	0	-	148.045428571	0.142857142857	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*?	Aph4-Ia_1061	-	-	-	-	-	-	-	-	-	-	-	CmlA1_1537*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*	-	-	-	SulIII_1498	-	SulI_1616*?	TEM-214_1718*	-	-	-	-	-	-
SRR1167007	258	3	3	1	1	1	1	79	0	-	87.1052857143	0.181818181818	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616	TEM-192_1030*	-	-	-	-	-	-
SRR1167008	258	3	3	1	1	1	1	79	0	-	62.9745714286	0.5	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	-	TEM-219_1722*	-	-	-	-	-	-
SRR1167009	258	3	3	1	1	1	1	79	0	-	45.3941428571	0.5	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	-	-	SulIII_1498	-	SulI_1616	TEM-141_990*	-	-	-	-	-	-
SRR1167010	258	3	3	1	1	1	1	79	0	-	77.4512857143	0.166666666667	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616	TEM-79_932*	-	-	-	-	-	-
SRR1167011	258	3	3	1	1	1	1	79	0	-	60.0147142857	0.111111111111	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	StrA_1501*	StrB_1614	-	SulII_1219	SulI_1616	TEM-150_999*	-	-	-	-	-	-
SRR1167012	NF*	3	60*	1	1	1	1	79	infB_60/19holes	-	33.8515714286	0.333333333333	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	-	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*	-	-	-	-	-	SulI_1616	-	-	-	-	-	-	-
SRR1167013	258	3	3	1	1	1	1	79	0	-	51.5241428571	0.5	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	-	TEM-79_932*	-	-	-	-	-	-
SRR1167014	258	3	3	1	1	1	1	79	0	-	65.2378571429	0.333333333333	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288*?	-	-	-	SulIII_1498	-	SulI_1616	-	-	-	-	-	-	-
SRR1167015	258	3	3	1	1	1	1	79	0	-	121.957857143	0.2	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	Aph4-Ia_1061	-	-	-	-	-	-	-	-	-	-	-	CmlA1_1537*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616*?	TEM-217_1721*	-	-	-	-	-	-
SRR1167016	258	3	3	1	1	1	1	79	0	-	121.555857143	0.142857142857	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	AadB_1085	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-7_802*?	-	-	MphA_1663	-	-	-	-	-	-	OXA-2_488	-	-	-	OXA-9_1619*?	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*	-	-	-	SulIII_1498	-	SulI_1616	TEM-192_1030*?	-	-	-	-	-	-
SRR1167017	258	3	3	1	1	1	1	79	0	-	49.6441428571	0.333333333333	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	-	-	SulIII_1498	-	SulI_1616	TEM-141_990*	-	-	-	-	-	-
SRR1167018	258	3	3	1	1	1	1	79	0	-	84.6245714286	0.157894736842	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616	TEM-141_990*	-	-	-	-	-	-
SRR1167019	258	3	3	1	1	1	1	79	0	-	132.590571429	0.1	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-122_972*	-	-	-	-	-	-
SRR1167020	258	3	3	1	1	1	1	79	0	-	69.116	0.142857142857	-	-	-	Aac3-I_1084*	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	DfrB1_1232*	-	-	-	-	FloR_1212*	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	SulII_1219	SulI_1616	TEM-1D_887*	-	-	-	-	-	-
SRR1167021	NF*	3	60*	1	1	1	1	79	infB_60/24holes	-	178.656	0.5	-	-	-	-	Aac3-Iva_1489*?	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061*?	-	-	-	-	-	-	-	-	CatA1_1470*?	-	-	CmlA1_1537*?	-	-	-	DfrA14_322	-	-	DfrA12_1089*	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	StrA_1501*	StrB_1614	SulIII_1498*?	SulII_1219	SulI_1616	TEM-171_1017*	-	-	-	-	-	-
SRR1167022	NF*	54	12*	1	1	1	1	79	infB_12/18holes	-	161.971571429	0.0714285714286	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA14_322*?	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-79_932*	-	-	-	-	-	-
SRR1167023	NF*	54	138*	1	1	1	1	79	infB_138/4holes	-	101.340285714	0.111111111111	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-122_972*	-	-	-	-	-	-
SRR1167024	NF	3	-	1	1	1	1	79	0	-	98.3878333333	0.0743801652893	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	SulI_1616	TEM-79_932*	-	-	-	-	-	-
SRR1167025	NF*	3	-	1	1	1*	1	79	phoE_1/3holes	-	63.0951666667	0.0842105263158	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	-	-	-	-	SulI_1616	TEM-191_1029*	-	-	-	-	-	-
SRR1167026	NF*	3	-	1	153*	1*	1	79	pgi_153/1snp;phoE_1/5holes	-	94.2588333333	0.358490566038	-	AMPH_615*	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	AmpC1_1670*?	AmpC2_346*	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	CMY-33_398*	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	MrdA_836*	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	SulIII_1498	-	SulI_1616	TEM-79_932*	-	-	-	-	-	-
SRR1167027	258	3	3	1	1	1	1	79	0	-	184.591428571	0.5	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616	TEM-98_951*?	-	-	-	-	-	-
SRR1167028	NF	3	-	1	1	1	1	79	0	-	76.3055	0.125	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044*?	OqxB_49*?	-	-	-	-	-	-	SHV-11_1287	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-54_917*	-	-	-	-	-	-
SRR1172812	17	2	1	1	1	4	4	4	0	-	203.046571429	0.19776119403	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	-	-	-	-	SHV-155_1398*?	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR1172997	NF*	4	1	2	80	4	4	2*	tonB_2/1snp	-	206.141428571	0.209836065574	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	-	-	-	-	SHV-148_1391*?	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR1187694	258	3	3	1	1	1	1	79	0	-	66.2742857143	0.301075268817	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA1_319	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-2_797	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	Sat-2A_1088	-	-	-	SulII_1219	-	TEM-183_1022*	-	TetB_1213*	-	-	-	-
SRR1187760	678	2	3	1	1	109	56	18	0	-	82.3481428571	0.295774647887	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	-	-	-	-	SHV-41_1311	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR1187768	258	3	3	1	1	1	1	79	0	-	69.1107142857	0.243902439024	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	DfrA14_322*	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-183_1022*	-	-	-	-	-	-
SRR1187794	258	3	3	1	1	1	1	79	0	-	82.1357142857	0.223214285714	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA17_1603*	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044*	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	-	-	-	-	SulI_1616	TEM-57_919*	-	-	-	-	-	-
SRR1187795	34	2	3	6	1	9	7	4	0	-	68.7094285714	0.223214285714	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	-	-	-	-	SHV-26_1296	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR1187802	37	2	9	2	1	13	1	16	0	-	93.5528571429	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-40_1310*	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR1187809	258	3	3	1	1	1	1	79	0	-	49.958	0.313725490196	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	-	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	CMY-44_409	-	-	-	-	-	-	-	DfrA1_319	-	-	-	-	-	-	-	-	-	-	FloR_1212*	-	-	KPC-2_797	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	StrA_1501*	StrB_1614	-	SulII_1219	SulI_1616	TEM-55_918*	TetA_1545*?	-	-	-	-	-
SRR1187830	258	3	3	1	1	1	1	79	0	-	60.6722857143	0.288659793814	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	-	-	-	-	-	-	-	-	SHV-12_1288	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-183_1022*	-	-	-	-	-	-
SRR1561295	340	3	3	1	1	1	1	18	0	-	16.7245714286	0.25	-	-	Aac3-IId_884*	-	-	-	-	-	Aac6-Iq_1666?	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	CTX-M-15_150	-	CatA1_1470*	CatA2_1182*?	-	-	-	-	-	DfrA14_322	-	DfrA8_1079?	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	Qnr-A1_1461*?	-	-	-	-	-	SHV-11_1287	-	StrA_1501*	StrB_1614*	-	SulII_1219	SulI_1616	TEM-183_1022*	-	-	TetC_1051?	TetD_1047	-	-
SRR1561296	258	3	3	1	1	1	1	79	0	-	42.8122857143	0.340909090909	-	-	Aac3-IId_884*	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	AadB_1085	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA5_1538*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	-	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	-	-	-	-	SulI_1616	TEM-206_1712*	-	-	-	TetD_1047	-	-
SRR1561297	833	3	3	1	1	1	1	12	0	-	76.702	0.184210526316	-	-	Aac3-IIa_882*	-	-	-	-	-	-	Aac6Ib-cr_1678*	AadA5_1497	AadA2_1605	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	CatA1_1470*?	-	CatB4_602	-	-	-	-	DfrA14_322?	DfrA17_316	-	-	-	-	-	-	-	-	-	-	KPC-9_804*?	-	-	-	-	-	-	-	OXA-1_520	-	-	-	-	-	OXA-9_1619?	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	StrA_1501*?	-	-	SulII_1219	SulI_1616	TEM-191_1029*	TetA_1545	-	-	-	-	-
SRR1561298	11	3	3	1	1	1	1	4	mdh_1/trun	-	39.7884285714	0.318181818182	-	-	Aac3-IIa_882*	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605	-	-	-	AmpH_634*	-	-	-	-	-	-	-	CMY-6_376	CTX-M-15_150	-	-	-	CatB4_602	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	-	-	-	MphA_1663*	-	-	-	NDM-1_1220	OXA-1_520	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	QnrB7_46*	-	RmtC_1479	-	SHV-11_1287	-	StrA_1501*	StrB_1614	-	SulII_1219	SulI_1616	TEM-192_1030*	TetA_1545	-	-	-	-	-
SRR1561299	failed	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-IIa_617*	-	-	-	-	-	AadA1-pm_1597*	-	-	-	AmpH_634*	-	-	AphA6_66*	ArmA_65	Arr2_274	-	-	CMY-4_374	CTX-M-15_150	-	-	-	-	CmlA5_1538	-	DfrA1_319*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	MphE_788*	-	MsrE_303*	NDM-1_1220	-	-	-	-	-	OXA-10_1515	-	OqxA_1044*	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	StrA_1501*	StrB_1614	-	SulII_1219	SulI_1616	-	TetA_1545	-	-	-	-	-
SRR1561300	14	1	6	1	1	1	1	1	0	-	21.9941428571	0.454545454545	-	-	Aac3-IId_884*	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	ArmA_65	Arr2_274	-	-	CMY-4_374	CTX-M-15_150	-	CatA1_1470*	-	CatB4_602	CmlA5_1538	-	DfrA1_319	-	-	-	-	-	-	EreA2_48*	-	-	-	-	-	-	-	-	-	-	MphE_788*	-	MsrE_303	NDM-1_1220	OXA-1_520	-	-	-	-	-	OXA-9_1619	OqxA_1044*	OqxB_49*	-	-	-	-	-	-	SHV-39_1309*?	Sat-2A_1088	-	-	-	-	SulI_1616	TEM-191_1029*	-	-	-	-	-	-
SRR2915816	258	3	3	1	1	1	1	79	0	-	30.4811428571	0.290322580645	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
SRR2915817	258	3	3	1	1	1	1	79	0	-	24.5002857143	0.222222222222	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
